Specification of routing order (flow directions)		
"No., Subasin-ID(upstream), Subasin-ID(downstream)"		
460	308	425
461	443	300
462	292	279
463	287	234
464	428	313
465	444	300
466	435	303
467	438	303
468	470	7
469	429	320
470	305	234
471	228	7
472	318	7
473	319	468
474	209	180
475	327	303
476	462	461
477	724	487
478	307	473
479	320	308
480	421	282
481	324	321
482	427	303
483	329	427
484	445	303
485	328	303
486	332	303
487	314	7
488	326	7
489	458	303
490	725	325
491	432	328
492	336	325
493	449	331
494	340	325
495	339	334
496	323	7
497	341	325
498	334	325
499	459	303
500	333	323
501	338	432
502	442	337
503	345	352
504	455	282
505	346	337
506	330	461
507	464	323
508	344	325
509	331	282
510	322	468
511	465	325
512	347	325
513	348	303
514	431	303
515	353	303
516	456	460
517	350	303
518	343	335
519	351	337
520	352	325
521	356	303
522	349	342
523	457	337
524	357	337
525	360	337
526	410	325
527	358	303
528	400	303
529	409	410
530	361	303
531	354	303
532	420	337
533	359	325
534	405	359
535	366	303
536	408	325
537	399	303
538	418	337
539	367	410
540	397	303
541	355	325
542	404	337
543	362	360
544	396	303
545	371	337
546	364	337
547	368	410
548	369	410
549	415	303
550	414	370
551	419	337
552	416	372
553	406	370
554	375	303
555	372	337
556	363	325
557	373	337
558	370	325
559	402	303
560	401	303
561	378	303
562	377	374
563	365	359
564	376	372
565	303	446
566	413	365
567	379	376
568	395	303
569	723	380
570	380	303
571	394	380
572	403	374
573	374	372
574	398	303
575	417	337
576	460	337
577	439	348
578	440	303
579	463	335
580	335	323
581	342	325
582	337	330
583	461	311
584	477	234
585	451	452
586	454	452
587	452	289
588	446	487
589	426	282
590	425	282
591	424	282
592	269	7
593	265	7
594	490	7
595	505	258
596	261	206
597	235	554
598	554	546
599	542	240
600	240	552
601	512	7
602	513	512
603	502	7
604	519	7
605	479	180
606	484	196
607	494	7
608	515	7
609	196	7
610	593	109
611	119	107
612	587	697
613	108	65
614	626	7
615	77	64
616	386	7
617	93	7
618	86	697
619	622	7
620	411	325
621	325	487
622	407	325
623	466	325
624	225	179
625	412	325
626	566	7
627	258	247
628	733	179
629	382	719
630	718	7
631	719	7
632	1	7
633	2	7
634	3	7
635	4	7
636	5	7
637	714	7
638	713	7
639	712	7
640	709	7
641	722	7
642	6	7
643	706	7
644	711	7
645	707	7
646	715	7
647	710	8
648	717	7
649	716	7
650	8	7
651	686	7
652	708	7
653	9	7
654	701	7
655	697	7
656	685	7
657	13	7
658	12	7
659	699	11
660	703	7
661	696	17
662	17	697
663	16	7
664	727	7
665	20	7
666	15	7
667	675	676
668	19	16
669	18	7
670	22	7
671	24	699
672	674	676
673	383	7
674	10	7
675	705	27
676	23	699
677	687	697
678	21	7
679	26	7
680	679	697
681	27	30
682	684	697
683	698	699
684	688	697
685	690	691
686	682	7
687	689	697
688	700	25
689	681	7
690	691	7
691	28	30
692	11	7
693	680	697
694	671	7
695	29	697
696	683	7
697	25	699
698	694	29
699	693	7
700	35	697
701	692	37
702	704	700
703	31	25
704	669	7
705	33	700
706	695	697
707	673	7
708	702	29
709	37	697
710	40	42
711	658	697
712	670	30
713	30	7
714	42	7
715	39	697
716	667	7
717	34	30
718	41	32
719	43	7
720	44	7
721	36	7
722	672	41
723	32	7
724	656	29
725	657	697
726	38	34
727	45	43
728	381	7
729	676	381
730	14	676
731	0	7
732	720	7
733	734	61
734	7	-999
