Specification of reservoir parameters		
"Subasin-ID, runoff_volume[m**3],runoff_peak_discharge[m**3/s]"		
355	310630	"32,95"
356	3303	"1,44"
357	33100	"7,22"
358	107354	"26,9"
359	81118	"14,22"
360	6962	"3,14"
361	153972	"28,41"
362	85751	"15,02"
363	696068	"85,71"
364	188073	30
365	852037	"107,34"
366	16330	"5,9"
367	182431	"26,14"
368	103477	"17,44"
369	105535	"17,55"
370	468027	"54,31"
371	11105	"4,02"
372	168344	"33,01"
373	142693	"29,92"
374	195556	"37,96"
375	346015	"58,82"
376	160543	"31,13"
377	37616	"12,51"
378	8984	"4,08"
379	120550	"29,94"
380	798906	"101,99"
381	558804	"45,24"
382	1	0
383	13355	"2,8"
384	12617	"3,69"
385	5055	"2,34"
386	3526	"1,61"
387	24573	"6,43"
388	208154	"27,03"
389	350438	"44,76"
390	18064	"6,19"
391	29868	"10,02"
392	6592	"2,28"
393	2974	"1,21"
394	19824	"7,54"
395	6	"0,01"
396	11607	"4,42"
397	10376	"3,88"
398	3706	"1,58"
399	61484	"17,18"
400	1598	"0,96"
401	13346	"6,33"
402	18131	"6,82"
403	17786	"6,51"
404	9989	"3,42"
405	4700	"2,32"
406	39238	"9,81"
407	13163	"4,48"
408	9101	"3,18"
409	100913	"17,16"
410	1184	"0,64"
411	54890	"12,82"
412	5947	"2,23"
413	19942	"8,21"
414	1338	"0,7"
415	5734	"2,9"
416	13416	"5,6"
417	1656	"0,86"
418	996	"0,46"
419	22808	"5,44"
420	6532	"2,41"
421	16072	"5,14"
422	1966	"0,9"
423	24114	"7,66"
424	5568	"1,78"
425	178611	"33,26"
426	579	"0,38"
427	4327	"2,03"
428	6096	"2,6"
429	80055	"21,37"
430	5747	"2,59"
431	2149	"1,22"
432	15475	"5,46"
433	18302	"5,99"
434	950	"0,51"
435	3644	"1,6"
436	6195	"2,72"
437	1761	"0,87"
438	12712	"4,17"
439	84146	"20,05"
440	4407	"1,71"
441	10443	"4,03"
442	13630	"3,98"
443	36985	"11,75"
444	6767	"2,28"
445	8095	"2,93"
446	2023	1
447	6000	"2,7"
448	32647	"8,39"
449	26295	"9,14"
450	3864	"1,95"
451	8582	"3,36"
452	77	"0,07"
453	2008	"1,11"
454	20	"0,02"
455	3	0
456	967	"0,6"
457	3282	"1,43"
458	20559	"5,26"
459	10768	"3,92"
460	23058	"6,49"
461	3	0
462	4401	"1,9"
463	8	"0,01"
464	147159	"21,38"
465	7871	"3,03"
466	7973	"3,13"
467	23428	"5,93"
468	21139	"5,13"
469	26497	"7,59"
470	7308	"2,59"
471	17384	"4,89"
472	11834	"3,4"
473	5894	"2,19"
474	2350	"1,15"
475	5948	"2,27"
476	6161	"1,77"
477	5677	"2,7"
478	18772	"6,23"
479	165	"0,12"
480	9662	"3,55"
481	4164	"2,03"
482	6170	"2,11"
483	25907	"7,12"
484	50763	"10,42"
485	2547	"1,08"
486	837	"0,29"
487	2963	"1,2"
488	62328	"12,21"
489	32298	"7,71"
490	13813	"4,67"
491	2772	"1,36"
492	1276	"0,66"
493	5752	"2,43"
494	10677	"3,87"
495	14979	"3,96"
496	3801	"1,64"
497	10439	"3,81"
498	4894	"1,95"
499	22125	"5,84"
500	226	"0,15"
501	1411	"0,65"
502	946	"0,49"
503	3709	"1,26"
504	1765	"0,87"
505	44051	"10,19"
506	6529	"2,46"
507	8092	"2,54"
508	4655	"1,88"
509	738	"0,39"
510	2754	"1,28"
511	1701	"0,75"
512	1249	"0,56"
513	679	"0,37"
514	4875	"2,01"
515	597	"0,42"
516	5386	"2,24"
517	4221	"1,66"
518	2761	"1,24"
519	925	"0,53"
520	6735	"3,01"
521	14952	"4,56"
522	2067	"0,99"
523	8499	"3,01"
524	10287	"3,51"
525	38603	"9,1"
526	31	"0,03"
527	1233	"0,84"
528	13509	"4,38"
529	2870	"1,16"
530	488	"0,31"
531	11299	"3,76"
532	10771	"3,51"
533	41706	"7,58"
534	1047	"0,59"
535	33236	"8,1"
536	4681	"1,83"
537	7846	"3,17"
538	48829	"11,33"
539	4323	"1,72"
540	22266	"5,39"
541	23285	"5,71"
542	2180	"1,12"
543	15082	"5,72"
544	719	"0,43"
545	1700	"0,84"
546	2093	"1,24"
547	20197	"5,46"
548	5208	"2,21"
549	11743	"3,76"
550	3953	"1,53"
551	15849	"4,35"
552	5459	"2,09"
553	13607	"3,62"
554	657	"0,38"
555	40803	"9,91"
556	10914	"3,21"
557	7536	"2,87"
558	32556	"7,98"
559	15004	"4,66"
560	1908	"0,56"
561	305	"0,16"
562	8466	"3,26"
563	9878	"3,74"
564	19823	"6,49"
565	85727	"14,47"
566	3656	"1,5"
567	3723	"1,36"
568	25105	"5,35"
569	6263	"2,22"
570	353	"0,23"
571	15364	"4,77"
572	20727	"5,25"
573	46518	"11,26"
574	3549	"1,47"
575	2185	"1,06"
576	2366	"1,1"
577	53536	"9,5"
578	35919	"9,19"
579	13542	"4,42"
580	6075	"2,31"
581	5210	"1,91"
582	15543	"4,41"
583	61735	"13,25"
584	13925	5
585	1	0
586	1550	"1,16"
587	48458	"11,35"
588	46474	"16,52"
589	3293	"1,93"
590	16644	"4,79"
591	10640	"3,36"
592	15215	"5,66"
593	569	"0,78"
594	240	"0,16"
595	26211	"6,64"
596	13236	"3,95"
597	116704	"17,45"
598	2993	"1,49"
599	2690	"1,19"
600	19988	"5,11"
601	11755	"3,9"
602	9930	"3,2"
603	8222	"3,21"
604	1436	"0,61"
605	870	"0,51"
606	20862	"6,54"
607	3117	"1,29"
608	10949	"3,56"
609	4213	"1,62"
610	30739	"7,91"
611	21564	"5,45"
612	28	"0,01"
613	84	"0,04"
614	2434	"0,99"
615	1000	"0,49"
616	3772	"1,59"
617	169116	"23,04"
618	10067	"3,17"
619	8014	"2,84"
620	1395	"0,64"
621	4781	"1,45"
622	3161	"1,37"
623	1391	"0,68"
624	479	"0,34"
625	985	"0,56"
626	50513	"9,9"
627	5550	"1,93"
628	7342	"2,85"
629	26754	"7,47"
630	11609	"3,33"
631	6190	"1,96"
632	3817	"1,52"
633	17364	"4,3"
634	9709	"2,94"
635	4926	"1,99"
636	617	"0,31"
637	1260	"0,61"
638	60	"0,05"
639	1022	"0,56"
640	5316	"2,24"
641	10001	"3,4"
642	15048	"4,6"
643	1775	"0,77"
644	10843	"2,87"
645	11431	"3,4"
646	12945	"3,73"
647	38874	"6,2"
648	12683	"4,45"
649	11125	"3,31"
650	1218	"0,37"
651	23410	"6,01"
652	20152	"5,12"
653	1915	"0,95"
654	17092	"4,66"
655	7859	"2,6"
656	14108	4
657	9349	"3,42"
658	756	"0,43"
659	10795	"3,42"
660	45108	"8,86"
661	4426	"1,65"
662	9652	"2,89"
663	4142	"1,33"
664	348	"0,25"
665	33987	"6,48"
666	2528	"1,25"
667	17221	"4,14"
668	10872	"3,69"
669	206	"0,08"
670	7306	"2,32"
671	0	0
672	22202	"5,97"
673	2370	"0,69"
674	195	"0,07"
675	3536	"0,97"
676	7	0
677	46464	"12,59"
678	17957	"5,6"
679	56179	"11,19"
680	16425	"4,78"
681	24106	"7,54"
682	10687	"2,29"
683	2078	"0,93"
684	8294	"2,59"
685	20	"0,01"
686	1862	"0,49"
687	19084	"5,71"
688	10864	"3,82"
689	5892	"2,28"
690	9827	"3,26"
691	22344	"5,91"
692	14828	"4,32"
693	606	"0,33"
694	24431	"5,86"
695	3306	"1,12"
696	1012	"0,49"
697	20967	"4,93"
698	6461	"1,59"
699	1928	"0,98"
700	7781	"2,83"
701	4434	"1,32"
702	67201	"11,22"
703	12930	"4,04"
704	1	0
705	6232	"2,46"
706	11422	"3,48"
707	11529	"3,59"
708	9483	"2,99"
709	8089	"1,6"
710	6756	"2,36"
711	9503	"4,41"
712	4056	"1,39"
713	1395	"0,44"
714	8507	"2,85"
715	13037	"3,55"
716	2	0
717	6473	"1,52"
718	329	"0,12"
719	22548	"4,25"
720	158	"0,06"
721	19902	"7,24"
722	29146	"5,74"
723	21462	"8,37"
724	38317	"7,8"
725	11339	"3,59"
726	21920	"5,96"
727	182159	"22,76"
728	6097	"2,35"
729	10342	"4,28"
730	3186	"1,48"
731	9385	"3,42"
732	245	"0,15"
733	62584	"10,38"
734	33468	"7,3"
