Specification of reservoir parameters			
"Subasin-ID, water_storage_capacity[m**3], dam_height [m], spillway_discharge[m**3/s]"			
633	7347	"4,97"	"15,91"
634	3579	"4,39"	"13,45"
635	1382	"3,73"	"10,01"
636	171	"2,6"	"3,7"
637	266	"2,8"	"5,12"
638	280	"2,83"	"4,36"
639	242	"2,76"	"5,13"
640	108	"2,4"	"6,57"
641	642	"3,26"	"10,28"
642	451	"3,07"	"10,25"
643	548	"3,18"	"6,17"
644	298	"2,86"	"8,11"
645	157	"2,56"	"7,27"
646	1636	"3,84"	"12,4"
647	24441	"6,12"	"38,84"
648	6906	"4,92"	"17,51"
649	2958	"4,25"	"13,34"
650	4554	"4,58"	"15,13"
651	356	"2,95"	"11,08"
652	5545	"4,74"	"23,02"
653	3196	"4,31"	"9,5"
654	1519	"3,79"	"21,38"
655	710	"3,32"	"9,45"
656	2279	"4,06"	"13,68"
657	2555	"4,14"	"13,46"
658	418	"3,03"	"5,61"
659	1420	"3,74"	"11,93"
660	5248	"4,69"	"22,25"
661	405	"3,02"	"6,97"
662	94	"2,34"	"6,52"
663	204	"2,68"	"5,73"
664	226	"2,73"	"4,72"
665	7511	"4,99"	"30,87"
666	882	"3,45"	"7,22"
667	4399	"4,55"	"19,94"
668	2711	"4,19"	"29,25"
669	35288	"6,52"	"20,38"
670	4747	"4,61"	"15,46"
671	1125	"3,6"	"7,61"
672	2322	"4,08"	"15,99"
673	6756	"4,9"	"16,65"
674	1972	"3,96"	"8,56"
675	2180	"4,03"	"14,27"
676	6902	"4,92"	"5,17"
677	1835	"3,91"	"20,12"
678	5353	"4,71"	"18,55"
679	7470	"4,98"	"25,98"
680	967	"3,5"	"12,42"
681	3842	"4,44"	"19,4"
682	1657	"3,84"	"18,02"
683	3923	"4,46"	"9,82"
684	2166	"4,03"	"10,86"
685	3876	"4,45"	"11,31"
686	3195	"4,31"	"14,26"
687	1607	"3,82"	"14,65"
688	5221	"4,69"	"16,32"
689	3565	"4,39"	"12,8"
690	3859	"4,45"	"14,13"
691	3953	"4,47"	"20,62"
692	2855	"4,22"	"14,79"
693	383	"2,99"	"4,59"
694	8337	"5,08"	"20,5"
695	5599	"4,74"	"13,57"
696	121	"2,45"	"4,07"
697	4736	"4,61"	"17,24"
698	9768	"5,22"	"23,46"
699	167	"2,59"	"5,77"
700	1325	"3,7"	"10,71"
701	1632	"3,83"	"10,65"
702	1213	"3,64"	"18,85"
703	4434	"4,56"	"15,61"
704	1672	"3,85"	"7,65"
705	4028	"4,48"	"13,58"
706	416	"3,03"	"9,37"
707	4997	"4,65"	"15,21"
708	3011	"4,26"	"13,14"
709	604	"3,23"	"13,28"
710	5230	"4,69"	"14,67"
711	2701	"4,18"	"17,39"
712	2467	"4,12"	"12,56"
713	1737	"3,88"	"13,24"
714	1252	"3,66"	"12,87"
715	1583	"3,81"	"16,66"
716	884	"3,45"	"7,04"
717	377	"2,98"	"12,6"
718	1842	"3,92"	"11,71"
719	3933	"4,46"	"28,4"
720	1475	"3,77"	"10,49"
721	3560	"4,39"	"19,24"
722	3473	"4,37"	"17,53"
723	2890	"4,23"	"19,91"
724	1448	"3,76"	"15,87"
725	166	"2,59"	"7,41"
726	1492	"3,78"	"14,5"
727	559157	"10,49"	"101,29"
728	4272	"4,53"	"12,7"
729	1361	"3,72"	"11,09"
730	807	"3,4"	"7,32"
731	3646	"4,4"	"13,87"
732	3802	"4,44"	"5,56"
733	11195	"5,35"	"28,38"
734	116807	"8,01"	"56,81"
